turns,winner,white_rating,black_rating,opening_name,opening_ply
74,white,1280,1211,Scandinavian Defense: Mieses-Kotroc Variation,4
28,black,1211,1280,Crab Opening,3
112,black,1281,1765,Philidor Defense #4,6
55,white,1825,1232,Horwitz Defense,2
52,black,1492,1191,French Defense: La Bourdonnais Variation,3
72,black,1419,1151,Van't Kruijs Opening,1
106,black,1346,1112,French Defense: Advance |  Steinitz Variation,7
2,black,1118,1456,Alekhine Defense,2
2,black,1126,1450,Sicilian Defense,2
2,black,1154,1147,King's Pawn Game,2
2,white,1227,1179,Clemenz Opening,1
2,white,1507,1188,Scandinavian Defense,2
2,black,1196,1547,King's Pawn Game,2
2,white,1467,1209,Horwitz Defense,2
2,black,1226,1431,Mieses Opening,1
2,white,1362,1252,Pirc Defense #4,2
2,white,1076,1319,French Defense #2,2
2,black,1346,1503,King's Pawn Game,2
2,black,1369,1581,Mieses Opening: Reversed Rat,2
2,white,1567,1400,Ware Defense,2
2,black,1445,1546,Kadas Opening,1
2,white,1538,1516,Ware Defense,2
3,black,1630,1556,Grob Opening,1
2,white,1834,1709,French Defense #2,2
54,black,1778,1779,English Opening: Anglo-Indian Defense |  Scandinavian Defense,4
43,white,1881,1963,Sicilian Defense: Canal-Sokolsky Attack,5
23,black,1963,1881,French Defense: Steiner Variation,3
7,white,1963,1881,English Opening: Anglo-Dutch Defense,2
10,white,1963,1881,English Opening: Anglo-Dutch Defense,2
2,white,1963,1881,Polish Opening: Dutch Defense,2
48,white,1881,1963,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
45,white,1918,1904,Dutch Defense: Semi-Leningrad Variation,6
55,draw,1903,1920,Caro-Kann Defense: Advance Variation |  Short Variation,7
71,white,1881,1800,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
36,black,1973,1881,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,15
18,white,1881,1973,Scandinavian Defense: Marshall Variation,6
33,black,1973,1881,Zukertort Opening: Lisitsyn Gambit,3
32,white,1881,1973,Caro-Kann Defense: Advance Variation |  Short Variation,7
31,white,1973,1881,French Defense: Steiner Variation,3
2,black,1973,1881,English Opening: Anglo-Dutch Defense,2
57,white,1881,1973,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
37,black,1973,1881,English Opening: Anglo-Dutch Defense,2
15,white,1881,1973,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
73,white,1863,1713,Sicilian Defense: Delayed Alapin Variation,5
53,white,1839,1765,Caro-Kann Defense: Advance Variation,5
55,white,1810,1749,Ruy Lopez: Morphy Defense |  Caro Variation,8
60,black,1973,1810,Ruy Lopez: Closed Variations |  Pilnik Variation,17
14,black,1810,1973,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,14
54,black,1973,1810,Italian Game: Classical Variation |  Albin Gambit,9
38,white,1810,1973,Sicilian Defense: Najdorf Variation |  English Attack |  Anti-English,12
57,draw,1973,1810,Ruy Lopez: Closed Variations,10
11,white,1973,1810,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
28,black,1810,1973,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
39,black,1973,1810,English Opening: Anglo-Dutch Defense,2
11,white,1973,1810,English Opening: Agincourt Defense,2
15,white,1973,1810,Dutch Defense: Staunton Gambit Accepted,4
27,white,1810,1973,Nimzo-Indian Defense: Ragozin Variation,8
31,white,1973,1810,Polish Opening,1
41,draw,1973,1810,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation,8
35,white,1973,1810,French Defense: Tarrasch Variation |  Closed Variation |  Main Line,15
30,black,1973,1810,French Defense: Steiner Variation,3
26,white,1973,1810,English Opening: Agincourt Defense #3,3
23,white,1973,1810,English Opening: Agincourt Defense,2
24,black,1828,2035,Ruy Lopez: Closed Variations |  Flohr System,18
42,black,1900,1774,French Defense: Exchange Variation,5
24,black,1808,1894,Ruy Lopez: Classical Variation |  Central Variation,7
10,white,1973,1840,French Defense: Winawer Variation |  Advance Variation #3,8
92,black,1892,1770,Horwitz Defense,2
75,white,1884,1784,Torre Attack #2,3
116,black,1900,1702,Horwitz Defense,2
70,white,1888,1918,East Indian Defense,4
69,white,1881,1753,Queen's Pawn Game: Chigorin Variation,4
54,white,1874,1742,Queen's Pawn Game: Krause Variation,4
68,black,1888,1780,Queen's Pawn Game: Colle System,5
58,black,1904,1740,Slav Defense: Quiet Variation |  Pin Defense,8
79,white,1894,1862,English Defense #2,2
115,white,1888,1700,Colle System,6
158,black,1902,1810,Englund Gambit Declined |  Reversed French,3
131,white,1892,1861,Horwitz Defense,2
65,white,1885,1742,Queen's Pawn,1
77,white,1877,1780,Queen's Pawn Game: Chigorin Variation,4
108,draw,1882,1722,Horwitz Defense,2
43,white,1873,1809,Queen's Pawn Game: Colle System,5
87,white,1866,1737,Queen's Pawn,1
29,white,1859,1744,Queen's Pawn,1
64,black,1874,1700,Queen's Pawn Game: Anti-Torre,4
79,white,1865,1823,Modern Defense,2
76,black,1881,1703,Queen's Pawn Game: Symmetrical Variation,4
59,white,1891,1713,Queen's Pawn Game: Zukertort Variation,3
80,black,1905,1803,Queen's Pawn Game: Symmetrical Variation,4
125,white,1897,1793,Queen's Pawn Game: Zukertort Variation,3
121,white,1890,1755,Queen's Pawn Game: Colle System,5
76,black,1903,1842,Torre Attack #2,3
68,black,1917,1795,Queen's Pawn Game: Krause Variation,4
64,black,1931,1803,Modern Defense,2
67,white,1926,1736,Queen's Pawn,1
59,white,1918,1823,Modern Defense,2
51,white,1910,1813,Queen's Pawn Game: Symmetrical Variation,4
45,white,1903,1787,Modern Defense,2
45,white,1895,1798,Queen's Pawn Game: Zukertort Variation,3
96,white,1888,1765,Queen's Pawn Game: Chigorin Variation,4
72,black,1903,1744,East Indian Defense,4
117,white,1897,1730,Queen's Pawn Game: Symmetrical Variation,4
63,white,1890,1768,Queen's Pawn Game: Chigorin Variation,4
36,black,1905,1745,Queen's Pawn Game: Zukertort Variation,3
81,white,1895,1899,Queen's Pawn Game: Zukertort Variation,3
72,black,1906,1888,Dutch Defense,2
104,black,1917,1822,Mikenas Defense,2
75,white,1908,1862,Queen's Pawn Game: Zukertort Variation,3
77,white,1898,1881,Horwitz Defense,2
128,black,1909,1914,Old Benoni Defense,2
80,black,1922,1821,Queen's Pawn Game: Zukertort Variation,3
76,black,1931,1977,Indian Game: Spielmann-Indian,4
73,white,1922,1872,Queen's Pawn Game: Symmetrical Variation,4
71,white,1914,1829,Horwitz Defense,2
70,black,1375,1500,Ruy Lopez: Steinitz Defense,6
33,black,1384,1325,Pirc Defense #4,2
29,black,1384,1265,Zukertort Opening: Old Indian Attack,3
55,black,1384,1950,Zukertort Opening: Sicilian Invitation,2
91,white,1377,1249,Scandinavian Defense: Mieses-Kotroc Variation,4
53,white,1375,1389,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4
49,white,1378,1361,Philidor Defense,5
48,black,1261,1371,King's Pawn Game: Maroczy Defense,4
20,black,1380,1429,Sicilian Defense: Old Sicilian,4
87,white,1369,1368,Russian Game: Damiano Variation,6
11,white,1290,1371,Ruy Lopez: Morphy Defense |  Mackenzie Variation,9
110,draw,1372,1326,St. George Defense,2
24,white,1361,1383,Van't Kruijs Opening,1
23,white,1217,1399,English Opening: King's English Variation |  Two Knights Variation,4
81,white,1387,1447,Ruy Lopez,5
34,black,1474,1387,Scandinavian Defense,2
103,white,1377,1351,Philidor Defense #2,4
29,black,1389,1339,King's Pawn Game: McConnell Defense,4
22,black,1389,1400,Philidor Defense #2,4
38,white,1849,1389,Scotch Game,5
46,black,1395,1378,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
23,white,1370,1257,Ruy Lopez: Bird Variation,6
31,white,1360,1332,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,5
51,white,1311,1360,King's Pawn Game: Beyer Gambit,4
87,white,1714,1360,Ruy Lopez: Classical Variation,6
31,white,1354,1217,Italian Game,5
38,black,1245,1346,Queen's Gambit Accepted: Old Variation,5
43,white,1346,1099,Italian Game: Anti-Fried Liver Defense,6
105,white,1336,1287,King's Indian Attack: Keres Variation #2,4
53,draw,1698,1254,Slav Defense: Exchange Variation |  Symmetrical Line,12
13,black,1254,2344,Semi-Slav Defense,8
22,white,2454,1254,Reti Opening,2
2,white,1500,1233,Sicilian Defense,2
25,black,1233,1664,Scotch Game,7
22,white,1902,1233,Sicilian Defense: Closed Variation,3
57,white,1158,1155,Philidor Defense: Exchange Variation #2,7
100,draw,1158,1158,Queen's Pawn Game #2,3
23,white,1158,1324,Scotch Game: Schmidt Variation,8
31,black,1158,1324,Scotch Game: Schmidt Variation,8
7,white,1324,1158,Russian Game: Three Knights Game,5
6,black,1158,1324,Irish Gambit,5
26,black,1101,1148,Center Game: Paulsen Attack Variation,7
16,black,1159,1165,Sicilian Defense: Modern Variations |  Main Line,8
14,black,1166,1295,Philidor Defense: Exchange Variation,8
78,draw,1227,1164,Petrov's Defense,4
4,white,1500,1168,Vienna Game: Falkbeer Variation,4
85,white,1157,1156,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4
7,draw,1156,1157,King's Pawn Game: Wayward Queen Attack,3
44,black,984,1151,Vienna Game: Falkbeer Variation,4
61,white,1141,1127,Russian Game: Damiano Variation,6
47,black,1150,1223,Philidor Defense: Exchange Variation #2,7
27,white,1127,1166,King's Pawn Game: McConnell Defense,4
36,white,1177,1137,Russian Game: Three Knights Game,5
92,black,1155,1125,Petrov's Defense,4
24,black,1087,1096,Italian Game,5
32,white,1054,1100,King's Knight Opening: Konstantinopolsky,5
122,black,1105,1386,Sicilian Defense: Smith-Morra Gambit #2,3
24,white,1056,1119,English Opening: Symmetrical Variation,2
15,white,1463,1122,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8
64,black,1124,1573,Philidor Defense #3,5
23,white,1572,1126,Bishop's Opening,3
22,black,1135,1209,Sicilian Defense: Smith-Morra Gambit #2,3
48,black,1143,1269,Scandinavian Defense,2
46,white,1398,1148,Queen's Gambit Declined,4
32,black,1158,1196,Four Knights Game: Italian Variation,7
57,white,1393,1163,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8
46,black,1172,1286,Four Knights Game: Italian Variation,7
51,white,1068,1188,Three Knights Opening,5
58,black,1207,981,Sicilian Defense: Closed Variation |  Traditional,4
26,black,1208,1194,Scotch Game: Lolli Variation,6
50,black,1265,1179,Queen's Pawn Game #2,3
12,black,1189,1245,Owen Defense,2
23,white,1174,1266,Four Knights Game: Italian Variation,8
62,white,1339,1181,King's Pawn Game: Wayward Queen Attack,3
44,black,1191,1265,King's Knight Opening,3
52,black,1351,1172,Queen's Pawn Game: Chigorin Variation,4
40,black,1175,1528,Sicilian Defense: Closed,4
17,white,1539,1178,Italian Game: Giuoco Pianissimo,7
37,white,1171,1016,King's Knight Opening,3
25,white,1340,1178,Ruy Lopez: Classical Variation,6
26,black,1180,1586,Sicilian Defense: Closed Variation |  Traditional,4
97,white,1563,1183,Scotch Game,7
65,white,1657,1185,Four Knights Game: Spanish Variation |  Classical Variation,8
54,white,1162,1610,Four Knights Game: Italian Variation,7
31,black,1163,1641,Sicilian Defense,2
72,white,1336,1154,Queen's Pawn Game: Chigorin Variation,4
53,white,1136,1307,Philidor Defense #2,4
24,white,1383,1141,English Opening: Symmetrical Variation,2
116,black,1140,1129,Italian Game: Anti-Fried Liver Defense,6
51,black,1147,957,King's Knight Opening,3
29,white,1137,1050,Philidor Defense #3,5
49,black,1147,1225,Elephant Gambit: Paulsen Countergambit,6
84,black,1129,1135,King's Pawn Game: Wayward Queen Attack,3
66,white,1443,1139,Ponziani Opening,5
28,black,1142,1469,Zukertort Opening: Tennison Gambit,3
45,white,1483,1145,Saragossa Opening,1
127,white,1281,1153,Queen's Gambit Declined,4
24,black,1156,1545,Four Knights Game: Italian Variation,8
68,black,1652,1739,Caro-Kann Defense,2
42,black,1761,1723,Caro-Kann Defense,2
47,white,2200,1725,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Exchange Line,8
56,black,1748,1505,Queen's Pawn Game: Mason Attack,3
56,black,1677,1736,Caro-Kann Defense: Exchange Variation,5
63,white,1577,1754,Caro-Kann Defense: Exchange Variation,5
65,white,1753,1179,Queen's Pawn Game: Steinitz Countergambit,4
73,white,1726,1711,Queen's Pawn,1
97,white,1693,1743,Caro-Kann Defense,2
21,black,1696,1729,Queen's Pawn Game: Mason Attack,3
88,draw,1732,1652,Queen's Pawn Game: Mason Attack,3
81,white,1718,1696,Queen's Pawn Game: Mason Attack,3
62,black,1718,1519,Mikenas Defense,2
76,black,1742,1533,Queen's Pawn Game: Mason Attack,3
65,white,1712,1605,Queen's Pawn Game: Mason Attack,3
52,black,1733,1666,Queen's Pawn Game: Mason Attack,3
75,white,1731,1735,French Defense: Advance Variation,8
149,white,1722,1600,Queen's Pawn Game: Mason Attack,3
96,black,1746,1683,Horwitz Defense,2
89,white,1794,1765,French Defense: Winawer Variation |  Advance Variation #2,11
48,white,1729,1564,Queen's Pawn,1
46,black,1749,2119,Caro-Kann Defense: Advance Variation,5
21,white,2119,1991,Scotch Game,7
58,black,1349,2119,Slav Defense: Quiet Variation |  Schallopp Defense,8
38,black,846,2119,Zukertort Opening: Black Mustang Defense,2
72,black,2147,2113,French Defense: Marshall Variation,6
68,draw,2044,2156,Queen's Gambit Declined: Lasker Defense,14
132,black,2192,2103,Sicilian Defense #2,6
22,white,2178,1955,King's Indian Attack: Symmetrical Defense,4
56,black,1928,2164,Nimzo-Indian Defense: Classical Variation,7
85,white,2203,2040,Queen's Indian Defense: Fianchetto Traditional,8
44,black,1833,2193,Nimzo-Indian Defense: Saemisch Variation |  Accelerated,9
80,black,1980,2173,Semi-Slav Defense: Stoltz Variation,11
43,white,2147,2008,Gruenfeld Defense: Exchange Variation |  Spassky Variation,16
98,black,2104,2098,Caro-Kann Defense: Classical |  Spassky Variation,15
43,white,2029,2117,Four Knights Game: Spanish Variation,7
57,draw,2120,2010,Semi-Slav Defense,8
70,black,1706,1983,Queen's Pawn Game: London System,5
49,white,1906,1928,Scotch Game,7
107,white,1833,1719,Reti Opening: Reti Accepted,4
52,black,1728,1662,Caro-Kann Defense: Advance Variation,5
39,white,1500,1500,Semi-Slav Defense: Normal Variation,10
53,white,1757,1992,English Opening: King's English Variation |  Taimanov Variation,8
46,black,2022,1865,French Defense: Exchange Variation |  Monte Carlo Variation,7
34,black,1708,2016,King's Gambit Declined |  Miles Defense,6
60,black,1608,2012,Ruy Lopez: Berlin Defense |  l'Hermet Variation,10
37,white,1806,2048,Italian Game: Scotch Gambit,9
118,black,1934,2031,Zukertort Opening: Black Mustang Defense,2
182,black,1787,2020,Queen's Gambit Refused: Chigorin Defense #3,6
2,black,1728,2012,Nimzowitsch Defense,2
77,white,2322,2012,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6
65,white,2045,2012,English Opening: King's English Variation,2
38,black,1851,1996,Queen's Gambit Refused: Chigorin Defense #3,6
51,draw,1936,2001,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6
60,black,1957,1972,Four Knights Game: Gunsberg Variation,7
38,black,1858,1948,Ponziani Opening,5
45,white,2027,1976,King's Gambit Declined |  Miles Defense,6
27,white,2094,2004,Queen's Pawn Game: Mason Attack,3
43,draw,1949,2004,Bishop's Opening: Urusov Gambit |  Keidansky Gambit,9
82,black,2095,1947,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
110,black,1964,1892,Queen's Pawn Game: Chigorin Variation,4
65,white,1955,1942,Italian Game: Two Knights Defense |  Fritz Variation,10
35,white,2215,1966,Scotch Game: Classical Variation,8
75,white,2203,1997,Scotch Game: Classical Variation,8
147,draw,1986,2001,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
84,black,2047,1855,Queen's Pawn Game #2,3
62,black,1702,1748,Nimzowitsch Defense,2
87,black,1625,1500,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
30,black,1644,1810,Sicilian Defense: Closed Variation |  Traditional,4
127,white,1725,1984,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,10
36,black,1143,1984,Sicilian Defense,2
49,white,1983,1281,Queen's Pawn Game: Mason Attack,3
28,black,1840,1975,Sicilian Defense: Delayed Alapin Variation,5
64,white,2091,1985,Sicilian Defense: Closed,4
138,black,1891,1974,Sicilian Defense: French Variation,4
111,white,1827,1994,English Opening: Anglo-Indian Defense |  Scandinavian Defense,4
64,black,2003,2121,Indian Game,2
70,white,2002,1499,Slav Defense,4
51,white,1986,2028,Queen's Pawn Game: Mason Attack,3
132,black,1769,1980,Sicilian Defense,2
93,draw,2050,1973,Slav Defense: Quiet Variation |  Pin Defense,8
91,draw,1904,1976,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,10
58,black,1659,1971,Sicilian Defense: Staunton-Cochrane Variation,3
39,white,1965,1741,Queen's Pawn Game: Mason Attack,3
57,white,1962,1559,Queen's Pawn Game: Mason Attack,3
68,black,1839,1952,King's Indian Attack,4
67,black,1702,1946,Queen's Pawn Game: Mason Attack,3
146,black,1974,1929,Sicilian Defense: Paulsen Variation,8
61,white,1919,1798,Dutch Defense,2
132,black,1880,1904,Sicilian Defense: Paulsen Variation |  Bastrikov Variation,11
52,black,1481,1659,English Opening: Anglo-Indian Defense |  Hedgehog System,4
91,white,1650,1488,Sicilian Defense,3
29,white,1634,1611,Sicilian Defense: Najdorf Variation,10
22,white,1477,1088,Nimzowitsch Defense,2
69,white,1550,1105,Englund Gambit,2
33,white,1653,1105,King's Pawn Game: Busch-Gass Gambit,4
110,black,1128,1514,King's Pawn Game: Napoleon Attack,3
25,white,1347,1213,King's Pawn Game: Wayward Queen Attack,3
44,white,1322,1500,Reti Opening #2,2
51,white,1814,1805,Queen's Pawn Game: Chigorin Variation,4
41,white,1904,1887,Queen's Gambit Declined: Queen's Knight Variation,5
99,white,1872,2021,Queen's Pawn Game: Stonewall Attack,5
164,black,1817,1863,Semi-Slav Defense: Marshall Gambit |  Main Line,11
40,black,1873,1887,Modern Defense,2
21,white,1951,1882,Scotch Game: Scotch Gambit |  London Defense,8
45,white,2062,1888,Queen's Pawn Game: Chigorin Variation,3
115,white,1875,1975,Indian Game,2
34,white,2109,1879,Italian Game: Classical Variation |  Giuoco Pianissimo,9
20,black,1893,1813,Queen's Pawn Game: Stonewall Attack,5
53,white,1902,1904,Giuoco Piano,6
61,white,1857,1916,Ruy Lopez: Marshall Attack |  Modern Main Line,28
79,white,1905,1902,Queen's Pawn,2
19,white,2161,1910,Queen's Gambit Declined,4
83,white,1905,1690,Queen's Pawn Game: Stonewall Attack,5
91,white,1891,2006,Queen's Pawn Game: Stonewall Attack,5
134,black,1900,1880,King's Gambit Declined |  Classical Variation,4
85,draw,1878,1927,Indian Game,2
53,white,1738,1500,Queen's Pawn Game: Mason Attack,3
46,black,1488,1738,Italian Game: Giuoco Pianissimo |  Normal,8
72,black,1738,1500,Queen's Pawn Game: Mason Attack,3
63,draw,1726,1738,King's Indian Defense: Exchange Variation,13
60,black,1500,1738,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11
31,white,1726,1688,Indian Game: London System,5
62,black,1646,1715,Sicilian Defense: Najdorf Variation |  English Attack,11
59,white,1500,1715,Sicilian Defense: Najdorf Variation,11
48,black,1500,1715,Sicilian Defense,4
76,black,1715,1652,Queen's Pawn Game: Mason Attack,3
49,white,1715,1115,Queen's Pawn,2
115,draw,1712,1779,Indian Game,2
58,black,1712,1500,Queen's Pawn Game: Mason Attack,3
15,white,1712,1087,Queen's Pawn Game: Mason Attack,3
50,black,1500,1712,Sicilian Defense: Najdorf Variation,10
57,white,1430,1712,Van't Kruijs Opening,1
74,black,1650,1699,Sicilian Defense: Old Sicilian,4
69,white,1500,1713,Sicilian Defense: Delayed Alapin,5
68,black,1410,1709,Sicilian Defense: Alapin Variation,3
23,white,1709,1500,Queen's Pawn Game: Mason Attack,3
55,white,1692,1741,Queen's Pawn Game: Mason Attack,3
57,white,1692,1500,Queen's Pawn Game: Mason Attack,3
88,black,1361,1688,Sicilian Defense,2
81,white,1683,1366,Queen's Pawn Game: Mason Attack,3
25,white,1667,1480,Horwitz Defense,2
61,white,1663,1500,Queen's Pawn Game: Steinitz Countergambit,4
74,black,1663,1487,Horwitz Defense,2
68,black,1487,1663,Sicilian Defense,2
26,black,926,1663,Sicilian Defense: Bowdler Attack,3
25,black,1852,1663,Modern Defense,2
60,white,1663,1223,Old Benoni Defense,4
48,black,1500,1663,Sicilian Defense: Bowdler Attack,3
25,white,1653,1535,Queen's Gambit Accepted: Old Variation,5
94,black,1653,1500,Giuoco Piano,6
58,black,1653,1500,Italian Game: Hungarian Defense,6
73,white,1653,1403,Philidor Defense #3,5
11,black,1403,1653,Sicilian Defense: Bowdler Attack,3
22,black,1500,1653,Sicilian Defense,4
49,white,1645,1436,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
114,black,1370,1639,Yusupov-Rubinstein System,5
46,black,1659,1592,Sicilian Defense,2
22,black,1211,1659,Bird Opening: Dutch Variation,2
201,draw,1665,1526,Semi-Slav Defense: Accelerated Move Order,6
65,white,1822,1767,French Defense: Advance Variation |  Milner-Barry Gambit,11
67,white,1754,1835,French Defense: Tarrasch Variation,5
51,white,1732,1784,Sicilian Defense: Old Sicilian,4
135,white,1875,1739,French Defense: Advance Variation #2,7
63,white,1731,1653,Ruy Lopez: Classical Variation |  Zukertort Gambit,9
69,white,1721,1697,Ruy Lopez: Classical Variation |  Central Variation,7
121,white,1696,1733,French Defense: Advance Variation #4,6
65,white,1722,1727,Scandinavian Defense: Mieses-Kotroc Variation,4
129,white,1779,1731,English Opening: Mikenas-Carls Variation #2,5
85,white,1766,1741,French Defense: Knight Variation,3
56,black,1751,1745,Philidor Defense,5
123,white,1793,1761,Queen's Gambit Declined,4
49,white,1737,1772,French Defense: Knight Variation,3
55,white,1762,1747,Ruy Lopez: Steinitz Defense,6
62,black,1664,1754,French Defense: Knight Variation,3
95,white,1748,1614,Philidor Defense #3,5
160,black,1651,1740,French Defense #2,2
96,black,1748,1813,Alekhine Defense,6
85,white,1737,1752,Sicilian Defense: Alapin Variation |  Barmen Defense,6
90,black,1802,1725,Horwitz Defense,2
33,black,1684,1715,French Defense: Advance Variation |  Nimzowitsch System,7
107,white,1709,1726,French Defense: Steinitz Attack,3
60,black,1731,1958,Ruy Lopez: Steinitz Defense,6
65,white,1721,1695,Philidor Defense,5
59,white,1611,1735,French Defense: Advance Variation |  Paulsen Attack,9
69,white,1724,1735,Scandinavian Defense: Mieses-Kotroc Variation,4
101,white,1671,1737,French Defense: Knight Variation,3
85,white,1727,1680,French Defense: Tarrasch Variation,5
47,black,1705,1718,Horwitz Defense,2
73,white,1708,1696,Owen Defense,2
59,white,1740,1709,Bogo-Indian Defense: Exchange Variation,8
68,black,1719,1737,Ruy Lopez,5
96,black,1833,1705,Queen's Indian Defense,4
123,white,1751,1715,French Defense: Exchange Variation,5
113,white,1698,1925,Caro-Kann Defense: Advance Variation,5
44,black,1709,1706,Russian Game: Three Knights Game,5
155,white,1600,1723,French Defense: Knight Variation,3
74,black,1739,1712,French Defense: Classical Variation,12
103,white,1705,1564,Sicilian Defense: Alapin Variation |  Barmen Defense,6
128,draw,1744,1704,Sicilian Defense,2
70,black,1715,1685,Sicilian Defense: Alapin Variation,3
74,black,1637,1707,French Defense #2,2
79,white,1701,1500,French Defense: Tarrasch Variation |  Morozevich Variation,6
81,white,1643,1714,French Defense: Advance Variation |  Nimzowitsch System,7
91,draw,1706,1714,French Defense: Advance Variation |  Nimzowitsch System,7
121,white,1707,1585,King's Pawn Game: McConnell Defense,4
180,draw,1705,1783,Russian Game: Three Knights Game,5
61,white,1694,1695,Caro-Kann Defense,3
82,white,2040,2020,Nimzo-Indian Defense: Normal Variation |  Gligoric System,12
92,black,2017,2008,King's Indian |  Fianchetto |  Classical Variation |  8.e4,15
43,white,1846,2025,Sicilian Defense: Closed,6
25,white,2014,1999,Queen's Gambit Declined: 4.Bg5 Be7,8
68,black,1879,2007,King's Pawn Game: Tayler Opening,5
34,black,2012,2216,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
41,white,2208,2018,Scotch Game: Scotch Gambit |  Advance Variation,9
26,black,2024,2200,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13
51,white,2019,1778,English Opening: King's English Variation |  Reversed Sicilian,3
118,black,2055,2007,Nimzo-Indian Defense: Ragozin Variation,8
65,white,1997,1956,Sicilian Defense: Najdorf Variation,11
83,white,1840,2013,Nimzo-Indian Defense: Ragozin Variation,8
45,white,2008,1795,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
30,black,2018,2053,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
58,draw,1971,2019,Queen's Indian Defense: Classical Variation |  Polugaevsky Gambit,15
31,white,2006,2078,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Modern Line,17
129,white,1999,1863,Italian Game: Anti-Fried Liver Defense,6
36,black,1967,1989,Nimzo-Indian Defense: Classical |  Noa Variation |  5.cxd5 exd5,10
41,black,1773,1984,Nimzo-Indian Defense: Ragozin Variation,8
32,white,1979,1778,French Defense: Paulsen Variation,5
28,black,1972,2447,Queen's Gambit Declined: Tartakower Variation |  Exchange Variation,16
64,black,1840,1972,Sicilian Defense: Alapin Variation |  Barmen Defense,6
144,draw,1792,1977,Nimzo-Indian Defense: Saemisch Variation,10
108,black,1990,1913,Sicilian Defense: Open #3,7
34,black,2001,2006,Russian Game: Classical Attack |  Chigorin Variation,15
38,black,2019,1989,King's Gambit Declined |  Classical Variation,4
131,white,1981,1865,Queen's Gambit Declined: Modern Variation |  Normal Line,11
58,black,1878,1973,Ruy Lopez: Noah's Ark Trap,20
24,black,1987,1883,Sicilian Defense: Kan Variation |  Wing Attack,10
63,white,1977,1948,Slav Defense: Three Knights Variation,7
45,black,1617,1437,French Defense: Normal Variation,3
32,black,1471,1610,French Defense: Advance Variation |  Nimzowitsch System,7
41,white,1599,1606,Scotch Game,5
37,white,1588,1612,French Defense: Advance Variation |  Paulsen Attack,9
23,white,1520,1601,French Defense: Schlechter Variation,5
20,black,1610,1635,Sicilian Defense #2,6
84,black,1548,1601,Nimzo-Indian Defense,6
21,white,1527,1614,French Defense: Knight Variation,3
21,black,1623,1684,Scandinavian Defense: Mieses-Kotroc Variation,4
79,white,1524,1637,French Defense: Knight Variation,3
71,white,1626,1624,Sicilian Defense: Drazic Variation,6
53,white,1618,1525,Scandinavian Defense: Mieses-Kotroc Variation,4
72,black,1703,1604,French Defense: Knight Variation,3
55,white,1494,1619,French Defense: Wing Gambit,7
32,black,1630,1629,Sicilian Defense: Loewenthal Variation,8
61,white,1594,1642,French Defense: Steinitz Attack,3
56,black,1460,1636,French Defense: Advance Variation |  Nimzowitsch System,7
87,white,1627,1573,Philidor Defense: Exchange Variation,8
55,white,1615,1662,French Defense: Normal Variation,3
39,white,1636,1625,French Defense: Tarrasch Variation,5
72,black,1610,1614,French Defense: Horwitz Attack,3
25,white,1602,1621,Scotch Game,5
128,draw,1624,1602,Indian Game: Anti-Nimzo-Indian,5
19,white,1591,1575,Caro-Kann Defense: Advance Variation |  Short Variation,7
57,white,1572,1869,Scotch Gambit,11
28,black,1561,1557,French Defense: Knight Variation,3
60,black,1751,1539,Nimzo-Indian Defense: Normal Variation |  Bishop Attack |  Classical Defense,10
69,white,1530,1444,Scotch Game,5
136,white,1922,1533,French Defense: Tarrasch Variation,5
48,black,1468,1524,French Defense: Advance Variation #4,6
